"emp_no","title","first_name","last_name","from_date","to_date"
493278,"Engineer","Shaleah","Pileggi","1999-02-10","1999-10-30"
493744,"Senior Engineer","Leni","Kropatsch","1997-07-17","9999-01-01"
494019,"Senior Staff","Morrie","Iisaku","1999-05-06","9999-01-01"
494088,"Senior Engineer","Phule","Dahlbom","1997-02-06","9999-01-01"
494493,"Staff","Masasuke","Koprowski","1996-11-20","9999-01-01"
494978,"Staff","Bezalel","Himler","1999-07-09","2002-06-12"
494995,"Senior Staff","Yongmao","Pouyioutas","1996-08-24","9999-01-01"
495969,"Senior Engineer","Geoffrey","Panienski","1995-11-29","1998-06-07"
496100,"Staff","Pranjal","Reinhard","1995-05-08","9999-01-01"
496970,"Senior Engineer","Giordano","Maquelin","1999-12-31","9999-01-01"
496978,"Senior Staff","Danco","Debuse","1998-09-10","9999-01-01"
497007,"Senior Engineer","Oldrich","Adachi","2002-04-03","9999-01-01"
497174,"Senior Engineer","Sanjiv","Bressoud","1998-04-27","9999-01-01"
497340,"Senior Staff","Fayez","Keohane","1990-09-19","9999-01-01"
497391,"Engineer","Paris","Lieblein","1999-05-19","9999-01-01"
497409,"Engineer","Reinhard","Erde","1992-12-04","1996-03-13"
497660,"Senior Engineer","Gritta","Petereit","1985-04-06","1994-09-05"
497835,"Technique Leader","Shuho","Laurillard","1999-10-06","9999-01-01"
498185,"Senior Engineer","Caolyn","Marciano","1999-06-06","9999-01-01"
498337,"Staff","Naraig","Docker","1997-05-17","9999-01-01"
498456,"Senior Staff","Geraldo","Gerteisen","1993-06-04","9999-01-01"
498635,"Senior Staff","Florian","Pezzoli","1997-07-22","9999-01-01"
498838,"Senior Staff","Sanjay","Ciolek","1998-12-13","9999-01-01"
498845,"Senior Engineer","Arumugam","Pelc","1999-11-13","9999-01-01"
498955,"Senior Engineer","Nechama","Kandlur","2002-01-16","9999-01-01"
499160,"Staff","Urs","Rande","1990-01-25","1991-03-01"
499194,"Senior Staff","Padma","Delgrange","1998-01-02","9999-01-01"
499260,"Engineer","Danae","Honglei","1998-09-14","9999-01-01"
499495,"Engineer","Baoqiu","Kakkar","1999-08-30","9999-01-01"
